"","ID1","CMODE6","CMODE5","MC","AGE","AGE2","RACE","GEND","EDUC","STUD","HHSIZE","HHMEMEMP","HHMEMSTU","HHMEM16L","HHMEM65P","HHINC","DISAB","DLIC","HHVEHBIKE","HHVEHAUTO","TPASS","VSHMEMAUTO","VSHMEMBIKE","HTYPE","HTEN","HDUR","WSELF","WDAYS1","WFLEX","TYPSAT","TYPSATTT","TTIDEAL","TPORT","DAYTempMax","DAYTempMin","DAYTempFrz","DAYTempAvgDev","DAYWeatherRAIN","DAYWeatherMIST","DAYWeatherFOG","DAYWeatherSNOW","DAYPrecip","DAYPrecipTrace","DAYPrecipTenth","DAYPrecipQuart","DAYPrecipHalf","AV_W","GDIST_W","GTT_W","GCO_W","TAUSE3_W","TELIKE3_W","AV_B","GDIST_B","GTT_B","GCO_B","TAUSE3_B","TELIKE3_B","AV_D","GDIST_D","GTT_D","GCO_D","TAUSE3_D","TELIKE3_D","AV_P","GDIST_P","GTT_P","GCO_P","TAUSE3_P","TELIKE3_P","AV_T","GDIST_T","GTT_T","GCO_T","TAUSE3_T","TELIKE3_T"
"615",10615,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","Grad deg","Yes",3,1,1,1,0,"75-100k","No","Yes",3,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Somewhat dissatisfied",15,"Yes",39,24,1,-7.3,0,1,1,0,0,0,0,0,0,0,11.2132645351149,235.233333333333,0,NA,NA,0,13.3569951483337,93.7833333333333,0,NA,NA,1,12.8251014077786,46.0333333333333,5.60313767597232,"Wasted","Disliked",1,12.8251014077786,44.0333333333333,2.80156883798616,"Useful","Liked",1,12.8219945518174,64.1333333333333,2.5,"Useful","Liked"
"616",10616,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Male","HS-col","No",4,1,2,2,0,"150k+","No","Yes",3,3,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",25,"Yes",40,27,1,-7.3,0,1,0,0,0,0,0,0,0,0,10.2240415970731,217.6,0,NA,NA,1,10.4172880378589,65.7,0,"Useful","Liked",1,10.0581354887457,25.9666666666667,1.25726693609322,"Neither","Liked",0,10.0581354887457,24.9666666666667,0.628633468046608,NA,NA,0,11.2716734271852,74.6,2.5,NA,NA
"617",10617,"Public transit","Tran","T","18-34","18-34","White-alone","Female","UG deg","No",2,1,0,0,0,"0-50k","No","Yes",1,0,"Yes","No","No","MF","Rented","0-5 years","No",5,"Somewhat inflexible","Very satisfied","Somewhat satsified",15,"No",40,27,1,-7.3,0,1,0,0,0,0,0,0,0,0,2.60851626501233,53.8833333333333,0,NA,NA,1,2.68867314881094,18.5833333333333,0,"Neither","Disliked",0,2.39352183249821,20.6666666666667,5.29919022906228,NA,NA,1,2.39352183249821,17.1666666666667,2.64959511453114,"Wasted","Disliked",1,3.17334267875606,33.4,2.5,"Useful","Liked"
"619",10619,"Bicycling","Bike","B","18-34","18-34","White-alone","Female","UG deg","No",2,0,0,0,0,"50-75k","No","Yes",2,1,"No","No","No","MF","Rented","0-5 years","No",5,"Very flexible","Somewhat satsified","Very satisfied",15,"No",40,27,1,-7.3,0,1,0,0,0,0,0,0,0,1,1.60065219120337,32.65,0,"Useful","Liked",1,1.90636681778414,13.05,0,"Useful","Liked",0,2.060466873459,10.3,4.25755835918237,NA,NA,1,2.060466873459,9.3,2.12877917959119,"Useful","Liked",1,1.82745267637,20.9666666666667,2.5,"Wasted","Neither"
"620",10620,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Female","UG deg","Yes",2,0,0,0,0,"50-75k","No","Yes",0,1,"No","No","No","MF","Rented","0-5 years","No",5,"Neither flexible nor inflexible","Very satisfied","Very satisfied",5,"No",38,27,1,-8,0,1,1,0,0,0,0,0,0,0,3.0757874015748,64.0333333333333,0,NA,NA,0,3.20192575359898,21.15,0,NA,NA,1,3.26841247116838,11.3166666666667,0.408551558896047,"Useful","Liked",0,3.26841247116838,10.3166666666667,0.204275779448024,NA,NA,1,3.80776266603038,19.0333333333333,2.5,"Wasted","Disliked"
"622",10622,"Automobile, driver","AutoD","D","35-44","35-44","Non-white/multiple","Female","Grad deg","No",6,0,0,0,0,"100-150k","No","Yes",4,2,"No","No","No","SF","Owned","0-5 years","No",7,"Very flexible","Somewhat satsified","Somewhat satsified",5,"No",40,25,1,-7.2,0,0,0,0,0,0,0,0,0,0,9.70643939393939,196.683333333333,0,NA,NA,0,9.71513859063072,57.75,0,NA,NA,1,10.5080082319256,16.65,1.31350102899069,"Useful","Liked",1,10.5080082319256,15.65,0.656750514495347,"Useful","Liked",0,14.9582687107293,70.35,2.5,NA,NA
"623",10623,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","Grad deg","Yes",1,0,0,0,0,"75-100k","Yes","Yes",1,1,"No","No","No","MF","Rented","5+ years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",1,"Yes",40,27,1,-7.3,0,1,0,0,0,0,0,0,0,0,2.19344030859779,44.95,0,NA,NA,0,2.41216296826533,13,0,NA,NA,1,2.25122782947586,14.2666666666667,4.28140347868448,"Wasted","Neither",0,2.25122782947586,12.2666666666667,2.14070173934224,NA,NA,1,2.53208760836714,23.3333333333333,2.5,"Neither","Neither"
"624",10624,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","HS-col","No",2,0,0,0,0,"75-100k","No","Yes",2,2,"No","No","No","SF","Owned","5+ years","Yes",2,"Somewhat flexible","Very satisfied","Very satisfied",15,"Yes",40,27,1,-7.3,0,1,0,0,0,0,0,0,0,1,1.77960709456772,38.4166666666667,0,"Useful","Liked",0,1.89269665155492,15.5166666666667,0,NA,NA,1,1.89269665155492,9.85,0.236587081444365,"Neither","Neither",0,1.89269665155492,8.85,0.118293540722182,NA,NA,1,2.08532172114849,16.3833333333333,2.5,"Useful","Liked"
"625",10625,"Public transit","Tran","T","35-44","35-44","White-alone","Male","Grad deg","No",3,1,1,1,0,"150k+","No","Yes",6,1,"Yes","Yes","No","SF","Owned","0-5 years","No",5,"Very flexible","Very dissatisfied","Very dissatisfied",15,"Yes",40,27,1,-7.3,0,1,0,0,0,0,0,0,0,0,3.41381333015191,68.1333333333333,0,NA,NA,1,3.5517577348286,21.1,0,"Useful","Liked",1,3.73754772130756,27.3,5.46719346516345,"Wasted","Disliked",0,3.73754772130756,23.8,2.73359673258172,NA,NA,1,3.70710053288793,34.0666666666667,1,"Wasted","Disliked"
"626",10626,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","UG deg","No",4,0,2,2,0,"100-150k","No","Yes",5,2,"No","No","No","SF","Owned","5+ years","No",4,"Somewhat inflexible","Very dissatisfied","Very dissatisfied",0,"Yes",41,24,1,-8.9,0,1,1,0,0,0,0,0,0,0,20.8880139982502,421.083333333333,0,NA,NA,0,27.1495715024258,157.416666666667,0,NA,NA,1,22.3960818818102,35.0166666666667,2.79951023522628,"Wasted","Neither",1,22.3960818818102,34.0166666666667,1.39975511761314,"Wasted","Neither",1,23.6121053050187,123.8,4,"Wasted","Neither"
"630",10630,"Public transit","Tran","T","18-34","18-34","White-alone","Female","HS-col","No",2,0,0,0,0,"0-50k","No","No",1,1,"Yes","No","No","SF","Rented","5+ years","No",5,"Very inflexible","Very dissatisfied","Very dissatisfied",5,"Yes",41,24,1,-8.9,0,1,1,0,0,0,0,0,0,0,13.1792829873539,272.35,0,NA,NA,0,15.4162192794083,91.0666666666667,0,NA,NA,0,17.2616917203531,29.1833333333333,6.15771146504414,NA,NA,1,17.2616917203531,27.1833333333333,3.07885573252207,"Useful","Liked",1,17.6519128290782,49.5666666666667,2.5,"Wasted","Disliked"
"631",10631,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Female","UG deg","No",2,0,0,0,0,"75-100k","No","Yes",1,1,"No","No","No","MF","Rented","0-5 years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Somewhat satsified",10,"Yes",40,27,1,-7.3,0,1,0,0,0,0,0,0,0,0,11.3934621808638,237.483333333333,0,NA,NA,0,15.6069802354251,103.966666666667,0,NA,NA,1,16.3979857631432,29.0833333333333,2.04974822039291,"Neither","Liked",0,16.3979857631432,28.0833333333333,1.02487411019645,NA,NA,1,15.6504762188817,66.5333333333333,2.5,"Wasted","Disliked"
"633",10633,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Male","UG deg","No",3,2,0,2,0,"150k+","No","Yes",2,3,"No","No","No","SF","Owned","5+ years","Yes",6,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"No",35,31,1,-5.9,1,1,1,0,0.73,1,1,1,1,0,5.68306092420266,113.083333333333,0,NA,NA,1,5.8036069354967,33.1,0,"Useful","Liked",1,6.57037898671757,17.25,0.821297373339696,"Wasted","Liked",0,6.57037898671757,16.25,0.410648686669848,NA,NA,0,7.29427642567406,45.5333333333333,2.5,NA,NA
"634",10634,"Automobile, driver","AutoD","D","45-54","45-54","Non-white/multiple","Male","Grad deg","No",2,0,0,0,0,"150k+","No","Yes",0,2,"No","No","No","SF","Owned","5+ years","No",5,"Very flexible","Somewhat satsified","Somewhat satsified",15,"No",34,29,1,-7.1,1,1,1,1,0.02,1,0,0,0,1,2.6563618468146,53.7666666666667,0,"Useful","Liked",0,2.83034578064106,17.7333333333333,0,NA,NA,1,2.8844050743657,10.7666666666667,0.360550634295713,"Useful","Liked",0,2.8844050743657,9.76666666666667,0.180275317147857,NA,NA,0,3.1006422492643,34.65,2.5,NA,NA
"636",10636,"Bicycling","Bike","B","55-64","55+","White-alone","Male","Grad deg","No",2,0,0,0,0,"100-150k","No","Yes",2,1,"No","No","No","SF","Owned","5+ years","No",4,"Very flexible","Very satisfied","Very satisfied",15,"No",40,27,1,-7.3,0,1,0,0,0,0,0,0,0,0,3.495212956335,69.55,0,NA,NA,1,3.62507953551261,22.6333333333333,0,"Useful","Liked",1,3.81335500676052,14.8833333333333,0.476669375845065,"Useful","Neither",0,3.81335500676052,13.8833333333333,0.238334687922532,NA,NA,0,3.66174043585461,30.8333333333333,2.5,NA,NA
"638",10638,"Automobile, driver","AutoD","D","45-54","45-54","Missing","Male","Grad deg","No",6,1,2,2,0,"100-150k","No","Yes",4,2,"No","No","No","SF","Owned","5+ years","No",5,"Very flexible","Very satisfied","Somewhat satsified",8,"Yes",35,31,1,-5.9,1,1,1,0,0.73,1,1,1,1,0,2.54327228982741,50.7,0,NA,NA,0,2.71104251173149,15.3666666666667,0,NA,NA,1,2.71104251173149,10.8833333333333,0.338880313966436,"Wasted","Liked",0,2.71104251173149,9.88333333333333,0.169440156983218,NA,NA,1,3.0391265012328,30.1,2.5,"Wasted","Liked"
"639",10639,"Public transit","Tran","T","45-54","45-54","White-alone","Female","UG deg","No",2,1,0,0,0,"150k+","No","Yes",4,2,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Very satisfied","Very satisfied",15,"No",45,29,1,-4.5,1,0,0,0,0.005,1,0,0,0,1,2.86514256740635,57.8166666666667,0,"Useful","Liked",0,3.33427781754553,18.4,0,NA,NA,0,2.90242483894059,18.1833333333333,4.36280310486757,NA,NA,0,2.90242483894059,16.1833333333333,2.18140155243379,NA,NA,1,3.21932414698163,34.45,2.5,"Neither","Liked"
"641",10641,"Public transit","Tran","T","18-34","18-34","White-alone","Female","Grad deg","No",2,0,0,0,0,"75-100k","No","Yes",6,3,"No","No","No","SF","Rented","0-5 years","No",4,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"Yes",33,32,1,-8.9,1,1,0,0,0.7,1,1,1,1,0,6.50513501153265,133.416666666667,0,NA,NA,0,8.37732641374374,48.15,0,NA,NA,0,7.5477958721069,25.8666666666667,0.943474484013362,NA,NA,1,7.5477958721069,23.8666666666667,0.471737242006681,"Wasted","Neither",1,9.91335600095442,45.4333333333333,2.5,"Useful","Liked"
"642",10642,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Female","HS-col","No",1,0,0,0,0,"Missing","Yes","Yes",0,1,"No","No","No","MF","Owned","0-5 years","Yes",6,"Very inflexible","Somewhat satsified","Somewhat satsified",0,"Yes",45,34,0,1.2,1,1,1,0,0.43,1,1,1,0,0,9.42185138789469,200.116666666667,0,NA,NA,0,11.65070985445,80.6333333333333,0,NA,NA,1,10.9330261274159,29.1166666666667,6.36662826592699,"Wasted","Liked",0,10.9330261274159,25.6166666666667,3.18331413296349,NA,NA,1,10.2718871788754,56.8833333333333,4.5,"Wasted","Disliked"
"643",10643,"Public transit","Tran","T","65+","55+","White-alone","Male","Grad deg","No",1,0,0,0,0,"50-75k","No","Yes",1,1,"Yes","Yes","No","MF","Rented","0-5 years","Yes",3,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"No",40,27,1,-7.3,0,1,0,0,0,0,0,0,0,1,0.742538574723614,14.7,0,"Useful","Liked",0,0.827666428060129,6.33333333333333,0,NA,NA,1,0.827666428060129,11,4.10345830350752,"Neither","Disliked",0,0.827666428060129,9,2.05172915175376,NA,NA,1,0.927085818818102,16.3333333333333,2,"Useful","Liked"
"644",10644,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Female","UG deg","No",3,0,0,0,0,"100-150k","No","Yes",2,2,"No","No","No","SF","Owned","5+ years","Yes",7,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"No",44,32,1,-2.7,1,1,0,0,0.24,1,1,0,0,0,4.4620665314563,89.25,0,NA,NA,0,4.49562057583711,25.7833333333333,0,NA,NA,1,4.95792074286169,11.1166666666667,0.619740092857711,"Useful","Liked",1,4.95792074286169,10.1166666666667,0.309870046428855,"Useful","Neither",0,6.29635429094091,42.6166666666667,2.5,NA,NA
"646",10646,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Female","Grad deg","No",1,0,0,0,0,"0-50k","No","Yes",0,1,"No","Yes","No","MF","Rented","5+ years","No",5,"Somewhat flexible","Very dissatisfied","Very dissatisfied",10,"Yes",33,32,1,-8.9,1,1,0,0,0.7,1,1,1,1,0,7.69133261751372,163.933333333333,0,NA,NA,0,8.84584029269069,67.3,0,NA,NA,1,10.2165851427662,21.0666666666667,1.27707314284578,"Wasted","Neither",0,10.2165851427662,20.0666666666667,0.63853657142289,NA,NA,1,7.8075290304621,45.5166666666667,2.5,"Wasted","Disliked"
"648",10648,"Bicycling","Bike","B","18-34","18-34","White-alone","Male","Grad deg","No",2,1,0,0,0,"100-150k","No","Yes",7,2,"No","Yes","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",15,"No",47,38,0,1.6,1,0,1,0,0.02,1,0,0,0,0,4.4620665314563,93.3166666666667,0,NA,NA,1,4.56769963413664,28.2666666666667,0,"Useful","Liked",0,5.87879284975742,24.75,5.73484910621968,NA,NA,0,5.87879284975742,21.25,2.86742455310984,NA,NA,1,5.37548218404518,46.3166666666667,2.5,"Neither","Liked"
"650",10650,"Automobile, driver","AutoD","D","35-44","35-44","Non-white/multiple","Female","Grad deg","No",3,1,1,1,0,"150k+","No","Yes",2,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",15,"Yes",45,32,1,-0.5,1,1,1,0,0.005,1,0,0,0,0,9.94007496222063,208.866666666667,0,NA,NA,0,13.2973435138789,94.3333333333333,0,NA,NA,1,10.0202318460192,37.5833333333333,6.25252898075241,"Wasted","Disliked",0,10.0202318460192,34.0833333333333,3.1262644903762,NA,NA,1,13.1040970730931,57.7166666666667,2.5,"Useful","Liked"
"651",10651,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Male","Grad deg","No",2,0,0,0,0,"75-100k","No","Yes",0,1,"No","No","No","MF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",15,"No",47,35,0,0.4,1,1,0,0,0.05,1,0,0,0,0,4.01530064423765,81.1333333333333,0,NA,NA,0,4.14827407937644,30.0833333333333,0,NA,NA,1,3.851258649487,17.0833333333333,0.481407331185874,"Wasted","Disliked",0,3.851258649487,16.0833333333333,0.240703665592937,NA,NA,1,5.05858287600414,40.9833333333333,2.5,"Neither","Disliked"
"653",10653,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Male","Grad deg","No",3,1,1,1,0,"150k+","No","Yes",4,3,"No","No","No","SF","Owned","5+ years","No",4,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",5,"No",45,32,1,-0.5,1,1,1,0,0.005,1,0,0,0,0,4.78642229380418,96.6333333333333,0,NA,NA,0,5.30650998170683,29.6666666666667,0,NA,NA,1,4.80754891434025,15.0166666666667,0.600943614292532,"Wasted","Liked",1,4.80754891434025,14.0166666666667,0.300471807146266,"Useful","Disliked",0,6.28082001113497,43.5166666666667,2.5,NA,NA
"654",10654,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Male","UG deg","No",2,0,0,0,0,"100-150k","No","Yes",2,3,"No","No","No","SF","Owned","5+ years","Yes",7,"Neither flexible nor inflexible","Somewhat dissatisfied","Somewhat dissatisfied",15,"Yes",47,38,0,1.6,1,0,1,0,0.02,1,0,0,0,0,4.49810606060606,93.5833333333333,0,NA,NA,0,5.0629324743498,29.6833333333333,0,NA,NA,1,6.38086077308518,24.2666666666667,5.79760759663565,"Useful","Liked",1,6.38086077308518,20.7666666666667,2.89880379831782,"Neither","Disliked",0,4.8982691084069,42.9166666666667,2.5,NA,NA
"655",10655,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","Grad deg","No",3,0,0,0,0,"100-150k","No","Yes",1,1,"No","No","No","SF","Owned","0-5 years","No",4,"Somewhat inflexible","Very dissatisfied","Somewhat dissatisfied",20,"Yes",47,35,0,0.4,1,1,0,0,0.05,1,0,0,0,0,11.1057673188579,234.466666666667,0,NA,NA,0,13.0978833611708,90.3166666666667,0,NA,NA,1,11.1641762109282,30.5166666666667,1.39552202636602,"Wasted","Neither",1,11.1641762109282,29.5166666666667,0.697761013183011,"Useful","Disliked",0,23.8401485325698,124.333333333333,2.5,NA,NA
"656",10656,"Bicycling","Bike","B","18-34","18-34","White-alone","Male","Grad deg","Yes",3,2,2,0,0,"0-50k","No","Yes",3,1,"No","Yes","Yes","MF","Rented","5+ years","No",3,"Very flexible","Somewhat satsified","Very satisfied",15,"No",47,38,0,1.6,1,0,1,0,0.02,1,0,0,0,0,3.15718702775789,66.6833333333333,0,NA,NA,1,3.21373180625149,24.9166666666667,0,"Useful","Liked",0,4.58944762586495,17.95,5.57368095323312,NA,NA,0,4.58944762586495,14.45,2.78684047661656,NA,NA,1,4.19674103237095,42.0333333333333,2.5,"Wasted","Disliked"
"657",10657,"Public transit","Tran","T","18-34","18-34","Non-white/multiple","Male","Grad deg","Yes",1,0,0,0,0,"0-50k","No","Yes",0,0,"Yes","No","Yes","MF","Rented","0-5 years","No",4,"Very flexible","Very satisfied","Very satisfied",10,"No",39,35,0,-4.7,1,0,0,1,0.25,1,1,1,0,1,0.539350194862006,11.6666666666667,0,"Useful","Neither",0,0.713955499880697,6.71666666666667,0,NA,NA,0,0.713955499880697,13.6833333333333,5.08924443748509,NA,NA,0,0.713955499880697,10.1833333333333,2.54462221874254,NA,NA,1,0.665488546886185,15.1,2,"Useful","Liked"
"658",10658,"Automobile, driver","AutoD","D","35-44","35-44","Non-white/multiple","Female","HS-col","Yes",2,1,0,0,0,"50-75k","No","Yes",2,2,"No","Yes","No","SF","Owned","5+ years","No",2,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"Yes",47,41,0,3.5,1,1,0,0,0.41,1,1,1,0,0,4.41794917680744,92.0833333333333,0,NA,NA,1,4.56956374771335,30.5166666666667,0,"Useful","Liked",1,4.81749085341605,21,0.602186356677006,"Wasted","Liked",0,4.81749085341605,20,0.301093178338503,NA,NA,1,5.17042969060686,37.15,2.5,"Wasted","Disliked"
"659",10659,"Bicycling","Bike","B","35-44","35-44","White-alone","Female","UG deg","No",2,0,0,0,0,"0-50k","No","Yes",4,0,"No","No","No","SF","Owned","5+ years","Yes",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",25,"No",47,38,0,1.6,1,0,1,0,0.02,1,0,0,0,1,4.24458661417323,87.25,0,"Useful","Liked",1,4.45647419072616,27.6833333333333,0,"Useful","Liked",0,4.38377376123439,18.65,0.547971720154299,NA,NA,0,4.38377376123439,17.65,0.273985860077149,NA,NA,1,5.82473355603277,45.8833333333333,2.5,"Neither","Disliked"
"660",10660,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","Grad deg","No",4,1,0,2,0,"100-150k","No","Yes",4,3,"No","No","No","SF","Owned","0-5 years","Yes",4,"Somewhat flexible","Very satisfied","Very satisfied",5,"Yes",47,38,0,1.6,1,0,1,0,0.02,1,0,0,0,1,1.15326493279249,23.7666666666667,0,"Useful","Liked",1,1.46146504414221,10.6666666666667,0,"Useful","Disliked",1,1.19924640101805,7.53333333333333,0.149905800127257,"Neither","Neither",0,1.19924640101805,6.53333333333333,0.0749529000636284,NA,NA,1,1.20732422651714,19,2.5,"Neither","Disliked"
"661",10661,"Walking","Walk","W","18-34","18-34","White-alone","Male","Grad deg","No",1,0,0,0,0,"50-75k","No","Yes",5,0,"No","Yes","No","MF","Rented","0-5 years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",10,"No",47,38,0,1.6,1,0,1,0,0.02,1,0,0,0,1,0.570418754473873,10.7166666666667,0,"Useful","Liked",1,0.669838145231846,8,0,"Neither","Liked",0,0.77609261910443,14.05,5.09701157738805,NA,NA,0,0.77609261910443,10.55,2.54850578869403,NA,NA,0,0.702149447228187,14,2.5,NA,NA
"663",10663,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Female","UG deg","No",1,0,0,0,0,"50-75k","Yes","Yes",0,1,"No","No","No","MF","Owned","5+ years","No",0,"Very flexible","Very dissatisfied","Very dissatisfied",10,"Yes",45,32,1,-0.5,1,1,1,0,0.005,1,0,0,0,0,10.901957567804,219.616666666667,0,NA,NA,0,11.8725393700787,67.9833333333333,0,NA,NA,1,12.203108844349,32.3333333333333,1.52538860554363,"Wasted","Liked",1,12.203108844349,31.3333333333333,0.762694302771813,"Useful","Liked",0,11.5158723057345,76.4333333333333,2.5,NA,NA
"664",10664,"Walking","Walk","W","45-54","45-54","White-alone","Male","Grad deg","No",2,1,0,0,0,"0-50k","No","Yes",1,0,"No","No","No","MF","Rented","5+ years","No",2,"Somewhat flexible","Very satisfied","Very satisfied",5,"No",45,29,1,-4.5,1,0,0,0,0.005,1,0,0,0,1,0.254762188817307,5.46666666666667,0,"Useful","Liked",0,0.372201344150163,5,0,NA,NA,0,0.258490415970731,11.6833333333333,5.03231130199634,NA,NA,0,0.258490415970731,8.18333333333333,2.51615565099817,NA,NA,1,0.254762188817307,5.46666666666667,2.5,"Useful","Liked"
"665",10665,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Male","HS-col","No",5,0,1,2,0,"75-100k","No","Yes",6,4,"No","No","No","SF","Owned","0-5 years","No",4,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",0,"Yes",45,32,1,-0.5,1,1,1,0,0.005,1,0,0,0,0,3.37466694504096,68.3,0,NA,NA,1,4.03829137835043,24.4166666666667,0,"Useful","Liked",1,3.89537600413585,14.8166666666667,0.486922000516981,"Wasted","Disliked",0,3.89537600413585,13.8166666666667,0.24346100025849,NA,NA,0,3.72574166865505,43.4166666666667,2.5,NA,NA
"666",10666,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Male","Grad deg","No",2,0,0,0,0,"150k+","No","Yes",2,2,"No","No","No","MF","Rented","0-5 years","No",5,"Somewhat flexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",25,"No",45,32,1,-0.5,1,1,1,0,0.005,1,0,0,0,0,6.53496082876004,131.883333333333,0,NA,NA,1,6.54117454068241,38.3166666666667,0,"Useful","Liked",1,6.92145371033166,15.55,0.865181713791458,"Neither","Neither",0,6.92145371033166,14.55,0.432590856895729,NA,NA,0,11.9427543148016,61.8666666666667,2.5,NA,NA
"667",10667,"Automobile, driver","AutoD","D","45-54","45-54","White-alone","Male","UG deg","No",4,3,2,0,0,"150k+","No","Yes",4,4,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat dissatisfied",30,"Yes",47,35,0,0.8,1,1,1,0,0.06,1,0,0,0,0,21.0539201065776,429.433333333333,0,NA,NA,0,22.8086723534558,123.2,0,NA,NA,1,24.6665722182454,46.9333333333333,3.08332152728068,"Wasted","Liked",1,24.6665722182454,45.9333333333333,1.54166076364034,"Useful","Liked",1,23.2492245287521,85.2,2.5,"Wasted","Disliked"
"668",10668,"Bicycling","Bike","B","18-34","18-34","White-alone","Male","HS-col","Yes",4,0,0,0,0,"50-75k","No","Yes",2,1,"Yes","No","No","MF","Rented","0-5 years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",0,"Yes",45,32,1,-0.5,1,1,1,0,0.005,1,0,0,0,0,7.46826035950052,148.45,0,NA,NA,1,8.04737831066571,44.6833333333333,0,"Useful","Liked",1,7.68076930724568,25.7166666666667,0.960096163405711,"Wasted","Liked",0,7.68076930724568,24.7166666666667,0.480048081702855,NA,NA,0,11.0809124711684,64.5166666666667,2.5,NA,NA
"669",10669,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","UG deg","No",4,1,2,2,0,"100-150k","No","Yes",8,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",0,"No",45,32,1,-0.5,1,1,1,0,0.005,1,0,0,0,0,8.57616519525968,170.133333333333,0,NA,NA,1,9.69898293963255,53.95,0,"Useful","Liked",1,9.58402926906864,23.6333333333333,1.19800365863358,"Wasted","Disliked",0,9.58402926906864,22.6333333333333,0.59900182931679,NA,NA,0,10.3880835918237,57.6833333333333,2.5,NA,NA
"670",10670,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Female","Grad deg","No",1,0,0,0,0,"150k+","No","Yes",0,1,"No","No","No","MF","Owned","0-5 years","No",4,"Very flexible","Very satisfied","Somewhat satsified",15,"Yes",45,32,1,-0.5,1,1,1,0,0.005,1,0,0,0,0,3.47035810864551,69.05,0,NA,NA,0,3.50142666825738,20.2166666666667,0,NA,NA,1,3.89724011771256,11.9666666666667,0.48715501471407,"Neither","Liked",0,3.89724011771256,10.9666666666667,0.243577507357035,NA,NA,1,6.09378728227153,40.7166666666667,2.5,"Useful","Liked"
"673",10673,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Male","HS-col","Yes",6,2,3,0,0,"0-50k","No","Yes",2,3,"Yes","No","No","SF","Owned","5+ years","No",3,"Somewhat flexible","Somewhat satsified","Somewhat satsified",5,"Yes",47,42,0,3.7,1,1,0,0,0.43,1,1,1,0,0,4.01716475781436,80.2333333333333,0,NA,NA,0,4.80444205837907,28.0166666666667,0,NA,NA,1,4.19798377475543,14.0833333333333,0.524747971844429,"Wasted","Liked",1,4.19798377475543,13.0833333333333,0.262373985922214,"Useful","Liked",1,5.26363536944246,39.8666666666667,2.5,"Wasted","Disliked"
"674",10674,"Automobile, driver","AutoD","D","35-44","35-44","Non-white/multiple","Male","Grad deg","Yes",2,1,0,0,0,"150k+","No","Yes",2,2,"No","No","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat satsified",10,"Yes",45,32,1,-0.5,1,1,1,0,0.005,1,0,0,0,0,6.38521037143084,128.75,0,NA,NA,0,6.38458900023861,35.9166666666667,0,NA,NA,1,7.8274129086137,21.85,0.978426613576712,"Neither","Liked",1,7.8274129086137,20.85,0.489213306788356,"Useful","Liked",0,6.95997872425038,40.9833333333333,2.5,NA,NA
