"","ID1","CMODE6","CMODE5","MC","AGE","AGE2","RACE","GEND","EDUC","STUD","HHSIZE","HHMEMEMP","HHMEMSTU","HHMEM16L","HHMEM65P","HHINC","DISAB","DLIC","HHVEHBIKE","HHVEHAUTO","TPASS","VSHMEMAUTO","VSHMEMBIKE","HTYPE","HTEN","HDUR","WSELF","WDAYS1","WFLEX","TYPSAT","TYPSATTT","TTIDEAL","TPORT","DAYTempMax","DAYTempMin","DAYTempFrz","DAYTempAvgDev","DAYWeatherRAIN","DAYWeatherMIST","DAYWeatherFOG","DAYWeatherSNOW","DAYPrecip","DAYPrecipTrace","DAYPrecipTenth","DAYPrecipQuart","DAYPrecipHalf","AV_W","GDIST_W","GTT_W","GCO_W","TAUSE3_W","TELIKE3_W","AV_B","GDIST_B","GTT_B","GCO_B","TAUSE3_B","TELIKE3_B","AV_D","GDIST_D","GTT_D","GCO_D","TAUSE3_D","TELIKE3_D","AV_P","GDIST_P","GTT_P","GCO_P","TAUSE3_P","TELIKE3_P","AV_T","GDIST_T","GTT_T","GCO_T","TAUSE3_T","TELIKE3_T"
"157",10157,"Public transit","Tran","T","65+","55+","White-alone","Female","Grad deg","No",2,0,0,0,1,"100-150k","No","Yes",0,1,"Yes","No","No","SF","Owned","5+ years","No",5,"Very flexible","Somewhat satsified","Neither satsfied nor dissatisfied",10,"Yes",61,48,0,4.8,1,1,0,0,0.05,1,0,0,0,0,8.83341286884594,181.116666666667,0,NA,NA,0,11.7482651316313,81.85,0,NA,NA,1,10.2246629682653,38.7666666666667,6.27808287103317,"Neither","Disliked",0,10.2246629682653,35.2666666666667,3.13904143551658,NA,NA,1,9.63746719160105,44.15,1,"Wasted","Neither"
"158",10158,"Automobile, passenger","AutoP","P","45-54","45-54","White-alone","Male","UG deg","No",2,0,0,0,0,"150k+","No","Yes",2,1,"No","Yes","No","MF","Owned","5+ years","No",5,"Very inflexible","Very satisfied","Very satisfied",5,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,1,0.765529308836395,15.5833333333333,0,"Useful","Liked",0,0.765529308836395,7.31666666666667,0,NA,NA,1,0.863705957209894,14.25,5.10796324465124,"Useful","Liked",1,0.863705957209894,10.75,2.55398162232562,"Useful","Liked",0,0.876754752246878,13.0166666666667,2.5,NA,NA
"159",10159,"Public transit","Tran","T","35-44","35-44","White-alone","Male","UG deg","No",4,1,2,2,0,"100-150k","No","Yes",3,2,"Yes","No","No","SF","Owned","5+ years","No",5,"Neither flexible nor inflexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",5,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,7.96535731329038,167,0,NA,NA,1,9.82512129165672,62.15,0,"Useful","Liked",1,9.12856418515867,39.1,6.14107052314483,"Wasted","Disliked",1,9.12856418515867,35.6,3.07053526157242,"Neither","Neither",1,8.71348822874413,48.15,1,"Neither","Neither"
"161",10161,"Public transit","Tran","T","55-64","55+","White-alone","Female","UG deg","No",2,0,0,0,0,"75-100k","No","Yes",0,2,"Yes","No","No","SF",NA,"5+ years","No",5,"Neither flexible nor inflexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",10,"Yes",61,48,0,4.8,1,1,0,0,0.05,1,0,0,0,0,10.8385777061958,219.616666666667,0,NA,NA,0,11.73956593494,67.0166666666667,0,NA,NA,0,11.137457249662,33.2,6.39218215620775,NA,NA,1,11.137457249662,29.7,3.19609107810387,"Wasted","Liked",1,12.10617493836,63.2,1,"Neither","Disliked"
"162",10162,"Automobile, driver","AutoD","D","35-44","35-44","Non-white/multiple","Male","UG deg","No",2,0,0,0,0,"150k+","No","Yes",2,2,"No","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"Yes",56,52,0,3.4,1,1,0,0,0.19,1,1,0,0,0,4.26012089397916,87.0833333333333,0,NA,NA,1,4.66711902489462,28.5666666666667,0,"Useful","Neither",1,4.78082995307405,18.7,0.597603744134256,"Useful","Liked",0,4.78082995307405,17.7,0.298801872067128,NA,NA,0,5.82038395768711,34.8833333333333,2.5,NA,NA
"164",10164,"Public transit","Tran","T","55-64","55+","White-alone","Male","Grad deg","No",4,2,1,1,0,"100-150k","No","Yes",3,2,"Yes","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Neither satsfied nor dissatisfied",20,"Yes",61,48,0,4.8,1,1,0,0,0.05,1,0,0,0,0,9.6815845462499,199.733333333333,0,NA,NA,0,12.8412570587767,87.8666666666667,0,NA,NA,1,11.7594498130915,36.4,6.46993122663644,"Wasted","Disliked",0,11.7594498130915,32.9,3.23496561331822,NA,NA,1,12.3168197725284,52.1833333333333,2.5,"Useful","Liked"
"165",10165,"Automobile, driver","AutoD","D","65+","55+","White-alone","Male","HS-col","No",2,1,0,0,0,"100-150k","No","Yes",2,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"Yes",61,48,0,4.8,1,1,0,0,0.05,1,0,0,0,0,12.2037302155412,249.8,0,NA,NA,0,16.3097510538455,96.7666666666667,0,NA,NA,1,12.7263033882128,25.1666666666667,6.5907879235266,"Wasted","Liked",1,12.7263033882128,21.6666666666667,3.2953939617633,"Neither","Disliked",0,14.85015012328,49.8666666666667,2.5,NA,NA
"166",10166,"Public transit","Tran","T","55-64","55+","White-alone","Female","HS-col","No",2,0,0,0,0,"50-75k","No","Yes",1,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Very dissatisfied","Very dissatisfied",15,"Yes",62,50,0,6.7,1,1,0,0,0.05,1,0,0,0,0,28.4128191362443,564.733333333333,0,NA,NA,0,35.3740406028792,182.566666666667,0,NA,NA,1,31.3947794877913,66.6333333333333,8.92434743597391,"Useful","Liked",1,31.3947794877913,63.1333333333333,4.46217371798696,"Useful","Liked",1,35.6996391076115,97.4666666666667,2.5,"Wasted","Disliked"
"167",10167,"Automobile, passenger","AutoP","P","45-54","45-54","Non-white/multiple","Female","UG deg","No",4,1,2,0,0,"150k+","No","Yes",3,4,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Somewhat dissatisfied",15,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,11.0753201304382,230.283333333333,0,NA,NA,0,14.1834188340094,94.3333333333333,0,NA,NA,0,10.9914350194862,38.2333333333333,6.37392937743578,NA,NA,1,10.9914350194862,34.7333333333333,3.18696468871789,"Useful","Liked",1,15.6523403324584,62.85,2.5,"Useful","Liked"
"168",10168,"Public transit","Tran","T","45-54","45-54","White-alone","Female","Grad deg","No",2,1,0,0,0,"100-150k","No","Yes",3,1,"Yes","Yes","No","SF","Owned","5+ years","No",5,"Very flexible","Somewhat dissatisfied","Very dissatisfied",35,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,5.89556987194782,121.8,0,NA,NA,0,7.44029865584984,44.7,0,NA,NA,1,6.5641652747952,26.4833333333333,5.8205206593494,"Useful","Liked",0,6.5641652747952,22.9833333333333,2.9102603296747,NA,NA,1,6.21557603595005,48.25,1,"Useful","Disliked"
"169",10169,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Male","UG deg","No",1,0,0,0,0,"75-100k","No","Yes",8,3,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",15,"No",61,51,0,6.4,1,0,0,0,0.005,1,0,0,0,0,9.4951731885787,190.283333333333,0,NA,NA,1,11.6096993557623,63.2666666666667,0,"Useful","Disliked",1,10.4688618468146,24.25,1.30860773085183,"Wasted","Neither",0,10.4688618468146,23.25,0.654303865425913,NA,NA,1,10.2613238686073,61.6333333333333,2.5,"Wasted","Disliked"
"170",10170,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","HS-col","No",5,1,0,3,0,"75-100k","Yes","Yes",1,2,"No","No","Yes","SF","Owned","0-5 years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",15,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,12.5647468782311,261.7,0,NA,NA,0,13.4054621013282,91.0833333333333,0,NA,NA,1,14.5873101089637,31.2833333333333,6.82341376362046,"Wasted","Liked",1,14.5873101089637,27.7833333333333,3.41170688181023,"Wasted","Disliked",1,13.3980056470214,75.0333333333333,2.5,"Wasted","Disliked"
"171",10171,"Public transit","Tran","T","55-64","55+","White-alone","Female","HS-col","No",3,2,0,0,0,"75-100k","No","Yes",5,3,"Yes","No","No","SF","Owned","0-5 years","No",4,"Somewhat flexible","Somewhat satsified","Somewhat satsified",30,"Yes",61,51,0,6.4,1,0,0,0,0.005,1,0,0,0,0,24.416780998966,488.4,0,NA,NA,0,26.2721953789867,147.133333333333,0,NA,NA,0,26.2709526366022,51.5333333333333,8.28386907957528,NA,NA,1,26.2709526366022,48.0333333333333,4.14193453978764,"Wasted","Liked",1,26.6201632466396,58.1833333333333,1,"Wasted","Disliked"
"172",10172,"Bicycling","Bike","B","55-64","55+","Missing","Female","UG deg","No",2,0,0,0,0,"0-50k","No","Yes",3,2,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",30,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,4.11844826214905,85.05,0,NA,NA,1,5.58177741986797,31.0666666666667,0,"Useful","Liked",0,4.12963294360932,22.5333333333333,0.516204117951165,NA,NA,0,4.12963294360932,21.5333333333333,0.258102058975583,NA,NA,1,4.60684601924759,46.1666666666667,1,"Neither","Neither"
"173",10173,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","Grad deg","No",2,0,0,0,0,"Missing","No","Yes",0,2,"No","No","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",10,"Yes",62,50,0,6.7,1,1,0,0,0.05,1,0,0,0,0,5.20087687902649,102.166666666667,0,NA,NA,0,5.7570040960789,29.9166666666667,0,NA,NA,1,4.73049888650282,15.6333333333333,0.591312360812853,"Wasted","Liked",0,4.73049888650282,14.6333333333333,0.295656180406426,NA,NA,1,6.31437405551579,50.2166666666667,2.5,"Wasted","Disliked"
"174",10174,"Public transit","Tran","T","45-54","45-54","White-alone","Male","Grad deg","No",3,0,0,1,0,"150k+","No","Yes",0,2,"Yes","No","No","SF","Owned","0-5 years","No",4,"Somewhat flexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",20,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,4.97531913624433,99.55,0,NA,NA,0,5.11761313926668,29.3,0,NA,NA,1,5.03186391473793,29.2333333333333,5.62898298934224,"Wasted","Neither",0,5.03186391473793,25.7333333333333,2.81449149467112,NA,NA,1,6.04718444285373,39.65,1,"Wasted","Disliked"
"175",10175,"Public transit","Tran","T","55-64","55+","White-alone","Female","Grad deg","No",2,0,0,0,1,"75-100k","No","Yes",2,1,"No","Yes","No","SF","Owned","5+ years","No",1,"Very flexible","Somewhat satsified","Very satisfied",30,"No",63,54,0,6.2,1,1,0,0,0.67,1,1,1,1,1,3.67976020042949,73.6333333333333,0,"Useful","Liked",0,3.79844209814682,22.1166666666667,0,NA,NA,0,3.85560824783266,23.75,5.48195103097908,NA,NA,0,3.85560824783266,20.25,2.74097551548954,NA,NA,1,3.98361071343355,38.6166666666667,2.5,"Useful","Liked"
"176",10176,"Automobile, passenger","AutoP","P","65+","55+","White-alone","Female","HS-col","No",3,0,1,1,0,"50-75k","Yes","Yes",1,1,"Yes","No","No","SF","Owned","5+ years","No",5,"Very flexible","Very satisfied","Very satisfied",15,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,5.54449514833373,110.95,0,NA,NA,0,6.53247534399109,37.3166666666667,0,NA,NA,1,6.46350314165275,29.0833333333333,5.80793789270659,"Useful","Liked",1,6.46350314165275,25.5833333333333,2.9039689463533,"Useful","Liked",0,6.44796886184681,45.7666666666667,1,NA,NA
"177",10177,"Public transit","Tran","T","45-54","45-54","White-alone","Male","UG deg","No",2,0,0,0,0,"75-100k","No","Yes",8,0,"Yes","Yes","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Neither satsfied nor dissatisfied",5,"No",61,51,0,6.4,1,0,0,0,0.005,1,0,0,0,0,6.14163286407381,126.366666666667,0,NA,NA,1,6.44299789230892,41.55,0,"Useful","Liked",0,7.4297353455818,28.1333333333333,5.92871691819773,NA,NA,0,7.4297353455818,24.6333333333333,2.96435845909886,NA,NA,1,6.47655193668973,49.5666666666667,1,"Wasted","Liked"
"178",10178,"Walking","Walk","W","45-54","45-54","White-alone","Female","UG deg","No",4,0,2,0,0,"150k+","No","Yes",8,2,"No","Yes","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",15,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,1,3.20316849598346,65.6333333333333,0,"Useful","Liked",1,3.34111290066014,23.2666666666667,0,"Useful","Liked",0,3.80900540841486,24.1166666666667,5.47612567605186,NA,NA,0,3.80900540841486,20.6166666666667,2.73806283802593,NA,NA,1,3.35602580927384,32.1833333333333,2.5,"Useful","Liked"
"179",10179,"Automobile, driver","AutoD","D","18-34","18-34","White-alone","Male","Grad deg","No",4,1,2,2,0,"100-150k","No","Yes",4,2,"Yes","No","No","SF","Owned","5+ years","No",3,"Somewhat flexible","Somewhat dissatisfied","Very dissatisfied",5,"Yes",56,50,0,3.2,1,1,0,0,0.21,1,1,0,0,0,14.925957408733,305.933333333333,0,NA,NA,0,15.9102093772369,98.2,0,NA,NA,1,14.5680476020043,38.05,5.82100595025054,"Useful","Neither",1,14.5680476020043,36.05,2.91050297512527,"Useful","Liked",1,17.3499264296508,58.7333333333333,2.5,"Useful","Liked"
"180",10180,"Bicycling","Bike","B","55-64","55+","Non-white/multiple","Male","Grad deg","No",1,0,0,0,0,"100-150k","No","Yes",3,1,"No","No","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",30,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,4.03145629523582,81.4166666666667,0,NA,NA,1,4.22097450886821,24.6666666666667,0,"Useful","Liked",1,5.16608009226119,22,0.645760011532649,"Useful","Neither",0,5.16608009226119,21,0.322880005766325,NA,NA,0,4.9597848564384,52.45,2.5,NA,NA
"181",10181,"Public transit","Tran","T","55-64","55+","White-alone","Male","Grad deg","No",2,1,0,0,0,"150k+","No","Yes",3,1,"Yes","No","No","SF","Owned","5+ years","No",5,"Very flexible","Somewhat dissatisfied","Somewhat dissatisfied",5,"Yes",56,52,0,3.4,1,1,0,0,0.19,1,1,0,0,1,1.71001352103714,34.8833333333333,0,"Neither","Neither",0,2.30155889604708,13.95,0,NA,NA,1,2.19468305098226,18.2333333333333,5.27433538137278,"Neither","Neither",0,2.19468305098226,14.7333333333333,2.63716769068639,NA,NA,1,1.84174421379146,21.1333333333333,1,"Wasted","Neither"
"182",10182,"Public transit","Tran","T","65+","55+","White-alone","Female","Grad deg","No",3,1,1,0,0,"75-100k","No","Yes",2,1,"Yes","No","No","SF","Owned","5+ years","No",5,"Very flexible","Very satisfied","Very satisfied",0,"Yes",61,48,0,4.8,1,1,0,0,0.05,1,0,0,0,0,9.67350672075082,197.033333333333,0,NA,NA,0,10.6235832736817,61.6333333333333,0,NA,NA,1,9.92516205360694,30.85,6.24064525670087,"Wasted","Disliked",0,9.92516205360694,27.35,3.12032262835043,NA,NA,1,10.7205171796707,47.2833333333333,1,"Neither","Liked"
"184",10184,"Public transit","Tran","T","45-54","45-54","White-alone","Female","Grad deg","No",2,1,0,0,0,"0-50k","No","Yes",3,1,"Yes","Yes","No","SF","Rented","0-5 years","No",5,"Somewhat inflexible","Very satisfied","Somewhat satsified",15,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,5.54884474667939,109.366666666667,0,NA,NA,0,6.40012328004454,32.2,0,NA,NA,1,5.81976258649487,30.5833333333333,5.72747032331186,"Wasted","Disliked",0,5.81976258649487,27.0833333333333,2.86373516165593,NA,NA,1,5.74457667223415,38.8833333333333,2.5,"Useful","Neither"
"185",10185,"Public transit","Tran","T","55-64","55+","Non-white/multiple","Female","HS-col","No",2,0,0,0,0,"100-150k","No","Yes",2,3,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Somewhat satsified","Neither satsfied nor dissatisfied",15,"Yes",62,50,0,6.7,1,1,0,0,0.05,1,0,0,0,0,11.9495893979162,239.933333333333,0,NA,NA,0,16.1780203610912,84.1166666666667,0,NA,NA,0,16.9503847530422,42.7,7.11879809413028,NA,NA,1,16.9503847530422,39.2,3.55939904706514,"Useful","Liked",1,16.6272717330788,65.2166666666667,1,"Useful","Liked"
"186",10186,"Bicycling","Bike","B","55-64","55+","White-alone","Male","Grad deg","No",2,1,0,0,0,"150k+","No","Yes",1,2,"No","No","No","SF","Owned","5+ years","No",3,"Somewhat flexible","Very satisfied","Very satisfied",20,"Yes",56,52,0,3.4,1,1,0,0,0.19,1,1,0,0,0,4.04699057504176,83.8333333333333,0,NA,NA,1,4.49499920464487,31.4833333333333,0,"Useful","Liked",1,6.25410104986877,20.3833333333333,5.7817626312336,"Neither","Neither",0,6.25410104986877,16.8833333333333,2.8908813156168,NA,NA,1,4.14703133699197,34.7,2.5,"Useful","Neither"
"187",10187,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Female","UG deg","No",2,0,0,0,0,"100-150k","No","Yes",5,3,"No","No","No","SF","Owned","5+ years","No",4,"Somewhat inflexible","Somewhat dissatisfied","Somewhat dissatisfied",10,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,13.8143243458204,288.316666666667,0,NA,NA,0,15.0340759961823,99.6666666666667,0,NA,NA,1,13.6074077388054,45.5833333333333,6.70092596735067,"Neither","Liked",0,13.6074077388054,42.0833333333333,3.35046298367534,NA,NA,1,13.7919549828999,93.4833333333333,2.5,"Useful","Disliked"
"188",10188,"Walking","Walk","W","55-64","55+","White-alone","Male","Grad deg","No",2,0,0,0,0,"100-150k","No","Yes",1,0,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",12,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,1,1.92749343832021,39.85,0,"Useful","Liked",1,2.00702895092659,15.4333333333333,0,"Useful","Liked",0,1.80011234391156,16.6833333333333,5.22501404298894,NA,NA,0,1.80011234391156,13.1833333333333,2.61250702149447,NA,NA,0,2.04431122246083,26.5,1,NA,NA
"190",10190,"Automobile, driver","AutoD","D","65+","55+","White-alone","Female","UG deg","No",5,0,0,1,2,"0-50k","Yes","Yes",2,3,"Yes","No","No","SF","Owned","5+ years","No",4,"Somewhat flexible","Neither satsfied nor dissatisfied","Neither satsfied nor dissatisfied",15,"Yes",62,48,0,6.3,0,0,0,0,0.005,1,0,0,0,0,45.5309741111906,910.416666666667,0,NA,NA,0,53.0812554680665,279.533333333333,0,NA,NA,1,42.8416795911875,56.7,10.3552099488984,"Wasted","Neither",1,42.8416795911875,53.2,5.17760497444922,"Useful","Liked",0,49.4561759325539,104.733333333333,1,NA,NA
"191",10191,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Female","UG deg","No",3,1,0,0,0,"Missing","No","Yes",3,2,"No","Yes","Yes","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",10,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,30.4347609957846,614.133333333333,0,NA,NA,0,35.9289250775471,190.833333333333,0,NA,NA,1,27.6690378191362,37.6833333333333,3.45862972739203,"Wasted","Disliked",0,27.6690378191362,36.6833333333333,1.72931486369602,NA,NA,1,37.3823122961902,102.85,2.5,"Neither","Liked"
"192",10192,"Public transit","Tran","T","55-64","55+","Missing","Female","UG deg","Yes",2,1,0,0,0,"Missing","No","Yes",3,1,"Yes","No","No","SF","Owned","5+ years","No",5,"Neither flexible nor inflexible","Somewhat satsified","Somewhat dissatisfied",30,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,3.93141553328561,80.4833333333333,0,NA,NA,0,4.00473733396962,24.2333333333333,0,NA,NA,0,4.6751968503937,17.6,4.58439960629921,NA,NA,1,4.6751968503937,15.6,2.29219980314961,"Wasted","Disliked",1,4.33779229300883,44.6333333333333,1,"Useful","Liked"
"193",10193,"Public transit","Tran","T","55-64","55+","White-alone","Female","HS-col","No",5,2,1,1,0,"75-100k","No","Yes",4,2,"Yes","No","No","SF","Rented","0-5 years","No",5,"Somewhat inflexible","Somewhat satsified","Neither satsfied nor dissatisfied",20,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,8.94774516821761,186.466666666667,0,NA,NA,0,11.5121440785811,70.9666666666667,0,NA,NA,0,10.119029865585,34.5833333333333,6.26487873319812,NA,NA,1,10.119029865585,31.0833333333333,3.13243936659906,"Useful","Liked",1,12.7859550226676,60.5166666666667,1,"Neither","Liked"
"194",10194,"Walking","Walk","W","45-54","45-54","White-alone","Female","Grad deg","No",2,0,0,0,0,"100-150k","No","Yes",4,1,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Very satisfied","Very satisfied",30,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,1,4.91193927463612,100.883333333333,0,"Useful","Liked",1,5.32887934462738,35.7166666666667,0,"Useful","Liked",0,6.0316501630478,24.9833333333333,5.75395627038098,NA,NA,0,6.0316501630478,21.4833333333333,2.87697813519049,NA,NA,0,5.28911158832419,47.6333333333333,2.5,NA,NA
"195",10195,"Automobile, driver","AutoD","D","55-64","55+","White-alone","Female","Grad deg","No",2,0,0,0,0,"100-150k","No","Yes",2,2,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very satisfied","Very satisfied",10,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,5.47055197645749,119.716666666667,0,NA,NA,0,6.5958552055993,51.2,0,NA,NA,1,4.62797263978366,23.65,5.57849657997296,"Wasted","Liked",0,4.62797263978366,20.15,2.78924828998648,NA,NA,1,5.35621967708582,26.3,2.5,"Wasted","Disliked"
"196",10196,"Public transit","Tran","T","55-64","55+","White-alone","Female","HS-col","No",2,0,0,0,1,"50-75k","No","Yes",1,1,"Yes","No","No","SF","Rented","5+ years","No",5,"Somewhat flexible","Somewhat satsified","Somewhat satsified",30,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,9.68282728863437,203.233333333333,0,NA,NA,0,11.1896524298099,77.85,0,NA,NA,0,10.3501799490973,35.5,6.29377249363716,NA,NA,1,10.3501799490973,32,3.14688624681858,"Neither","Neither",1,10.91749184761,48.6166666666667,1,"Useful","Liked"
"197",10197,"Walking","Walk","W","65+","55+","White-alone","Female","Grad deg","No",1,0,0,0,0,"75-100k","Yes","Yes",0,0,"Yes","Yes","No","MF","Rented","5+ years","No",5,"Very flexible","Very satisfied","Very satisfied",10,"Yes",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,1,0.0770500278374294,5,0,"Useful","Liked",0,0.0770500278374294,5,0,NA,NA,0,0.0770500278374294,8.38333333333333,5.00963125347968,NA,NA,0,0.0770500278374294,5,2.50481562673984,NA,NA,1,0.0770500278374294,5,1,"Useful","Liked"
"198",10198,"Public transit","Tran","T","55-64","55+","White-alone","Female","Grad deg","No",2,0,0,0,0,"50-75k","No","Yes",1,1,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",30,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,20.5748429173626,421.45,0,NA,NA,0,21.5622017418277,134.033333333333,0,NA,NA,1,24.5727451682176,40.15,8.0715931460272,"Wasted","Disliked",0,24.5727451682176,36.65,4.0357965730136,NA,NA,1,21.3652270738885,88.1166666666667,1,"Neither","Liked"
"199",10199,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","HS-col","No",3,0,0,0,0,"50-75k","No","Yes",2,4,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Very dissatisfied","Very dissatisfied",0,"Yes",61,48,0,4.8,1,1,0,0,0.05,1,0,0,0,0,10.8211793128132,224.866666666667,0,NA,NA,0,12.1210878469737,69.45,0,NA,NA,1,11.4108605742464,44.2,6.4263575717808,"Wasted","Disliked",0,11.4108605742464,40.7,3.2131787858904,NA,NA,1,11.5394844110395,43.25,2.5,"Wasted","Disliked"
"200",10200,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Female","HS-col","No",7,0,0,0,0,"150k+","No","Yes",5,2,"No","No","No","SF","Rented","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Very dissatisfied",30,"Yes",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,18.9679770142369,393.333333333333,0,NA,NA,0,21.1962141095999,141.6,0,NA,NA,1,21.856110315756,46.6666666666667,2.7320137894695,"Neither","Neither",1,21.856110315756,45.6666666666667,1.36600689473475,"Neither","Neither",0,25.3662361807047,85.4,2.5,NA,NA
"201",10201,"Automobile, driver","AutoD","D","35-44","35-44","White-alone","Male","UG deg","No",5,1,2,3,0,"150k+","No","Yes",8,3,"No","No","No","SF","Owned","0-5 years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",20,"No",59,45,0,4.4,0,1,1,0,0,0,0,0,0,0,11.3400242583313,236.233333333333,0,NA,NA,0,15.478356398632,104.483333333333,0,NA,NA,1,11.0082120416766,34.05,6.37602650520958,"Wasted","Liked",1,11.0082120416766,30.55,3.18801325260479,"Useful","Neither",0,15.4646862324028,66.7666666666667,2.5,NA,NA
"202",10202,"Public transit","Tran","T","55-64","55+","Non-white/multiple","Female","Grad deg","No",3,1,1,0,0,"75-100k","No","Yes",1,2,"Yes","No","No","SF","Owned","5+ years","No",5,"Somewhat inflexible","Somewhat satsified","Somewhat satsified",20,"Yes",55,49,0,4.2,1,1,0,0,0.24,1,1,0,0,0,12.7642070309393,269.633333333333,0,NA,NA,0,15.4945120496302,90.0666666666667,0,NA,NA,1,15.8747912192794,48.2166666666667,5.98434890240993,"Neither","Liked",0,15.8747912192794,46.2166666666667,2.99217445120496,NA,NA,1,13.5576980434264,68.7,1,"Useful","Disliked"
"203",10203,"Automobile, passenger","AutoP","P","55-64","55+","White-alone","Female","UG deg","No",2,0,0,0,1,"150k+","No","Yes",1,3,"No","No","No","SF","Owned","5+ years","No",5,"Somewhat flexible","Somewhat dissatisfied","Somewhat dissatisfied",10,"No",61,50,0,5.7,1,0,0,0,0.005,1,0,0,0,0,5.21578978764018,103.733333333333,0,NA,NA,0,5.54511651952597,29.3166666666667,0,NA,NA,1,5.05174779288953,29.4666666666667,5.63146847411119,"Wasted","Disliked",1,5.05174779288953,25.9666666666667,2.8157342370556,"Neither","Liked",0,6.23173168694822,42.95,2.5,NA,NA
"204",10204,"Bicycling","Bike","B","35-44","35-44","White-alone","Male","Grad deg","No",1,0,0,0,0,"50-75k","No","Yes",4,1,"Yes","No","No","SF","Owned","5+ years","No",4,"Somewhat flexible","Somewhat satsified","Very satisfied",10,"Yes",56,52,0,3.4,1,1,0,0,0.19,1,1,0,0,0,3.00184422969856,62.9,0,NA,NA,1,3.06708820488348,23.7666666666667,0,"Useful","Liked",0,3.1373031496063,21.8833333333333,5.39216289370079,NA,NA,0,3.1373031496063,18.3833333333333,2.69608144685039,NA,NA,1,3.73071263819295,39.3166666666667,2.5,"Useful","Liked"
